source,target,word_family
ducere_L,*deuk-_PIE,dock (n.1)
dock (n.2)_E,dok_Flem,dock (n.2)
dock (v.1)_E,dok (n.)_E,dock (v.1)
dok (n.)_E,-docca_OE,dock (v.1)
-docca_OE,*dokko_PGer,dock (v.1)
dock (n.3)_E,docce_OE,dock (n.3)
docce_OE,*dokkon_PGer,dock (n.3)
dock (v.2)_E,dock (n.1)_E,dock (v.2)
dawdle_E,daddle_E,dawdle
Dublin_E,dubh_Ir,Dublin
defragment_E,de-_E,defragment
dolce far niente_E,dolce far niente_I,dolce far niente
dolce far niente_I,dulcis_L,dolce far niente
dulcis_L,facere_L,dolce far niente
facere_L,nec entem_L,dolce far niente
desocialization_E,de-_E,desocialization
dactylography_E,daktylios_G,dactylography
daktylios_G,daktylos_G,dactylography
dispenser_E,dispensour_E,dispenser
dispensour_E,dispensour_AF,dispenser
dispensour_AF,despenseor_OF,dispenser
despenseor_OF,dispensator_L,dispenser
dispensator_L,dispensare_L,dispenser
dewdrop_E,dew_E,dewdrop
destrier_E,destrer_OF/destrer_OF,destrier
destrer_OF/destrer_OF,*dextrarius_VL,destrier
*dextrarius_VL,dextra_L,destrier
dextra_L,dexter_L,destrier
desk_E,desca_MediL,desk
desca_MediL,discus_L,desk
discus_L,diskos_G,desk
deoxidize_E,de-_E,deoxidize
dialectic (n.)_E,dialatik_E,dialectic (n.)
dialatik_E,dialectique_OF,dialectic (n.)
dialectique_OF,dialectica_L,dialectic (n.)
dialectica_L,dialektike (techne)_G,dialectic (n.)
dialectic (adj.)_E,dialecticus_L,dialectic (adj.)
dialecticus_L,dialektikos_G,dialectic (adj.)
dialektikos_G,dialektos_G,dialectic (adj.)
dropsical_E,dropsy_E,dropsical
disburse_E,disbourse_E,disburse
disbourse_E,desbourser_OF,disburse
desbourser_OF,des-_F,disburse
delicate_E,delicatus_L,delicate
delicinaus_L,deliciae_MediL,delicate
deliciae_MediL,delicere_MediL,delicate
delicere_MediL,de_L,delicate
disrepair_E,dis-_E,disrepair
disturb_E,distourben_E,disturb
distourben_E,destorber_OF,disturb
destorber_OF,disturbare_L,disturb
disturbare_L,dis-_L,disturb
turbare_L,,disturb
decompress_E,de-_E,decompress
doughnut_E,dough_E,doughnut
decrescendo_E,decrescendo_I,decrescendo
decrescendo_I,decrescere_I,decrescendo
decrescere_I,decrescere_L,decrescendo
decrescere_L,de_L,decrescendo
deforest_E,de-_E,deforest
Durham_E,Dunholm_E,Durham
Dunholm_E,dun_OE,Durham
devolve_E,devolven_E,devolve
devolven_E,devolvere_L,devolve
devolvere_L,de_L,devolve
volvere_L,*wel- (3)_PIE,devolve
detectable_E,detect_E,detectable
declension_E,declinson_E,declension
declinson_E,declinationem_L,declension
declinationem_L,declinare_L,declension
declinare_L,de_L,declension
clinare_L,*klein-_PIE,declension
diagraph_E,dia-_E,diagraph
dismal_E,dismal day_E,dismal
dismal day_E,dismal_AF,dismal
dismal_AF,(li) dis mals_OF,dismal
(li) dis mals_OF,dies mali_MediL,dismal
draftsman_E,draughtsman_E,draftsman
dew_E,deaw_E/deu_E,dew
deaw_E/deu_E,deaw_OE,dew
deaw_OE,*dawwaz_PGer,dew
*dawwaz_PGer,*dheu-,dew
discipline (n.)_E,descepline_OF,discipline (n.)
descepline_OF,disciplina_L,discipline (n.)
disciplina_L,discipulus_L,discipline (n.)
discipline (v.)_E,disciplinen_E,discipline (v.)
disciplinen_E,descepliner_OF,discipline (v.)
descepliner_OF,disciplinare_MediL,discipline (v.)
disciplinare_MediL,disciplina_L,discipline (v.)
dermatology_E,dermat-_E,dermatology
distinctive_E,distinctif_OF,distinctive
distincif_OF,distinctivus_MediL,distinctive
distinctivus_MediL,distinct-_L,distinctive
distinct-_L,distinguere_L,distinctive
da_E,dad_E,da
drink_E,drincan_OE,drink
drincan_OE,*drenkan_PGer,drink
*drenkan_PGer,*po(i)-_PIE,drink
demure_E,meur_OF,demure
meur_OF,maturus_L,demure
drippy_E,drip_E,drippy
demiss_E,demissus_L,demiss
demissus_L,demittere_L,demiss
demittere_L,de_L,demiss
drear_E,dreary_E,drear
discriminate (v.)_E,discriminatus_L,discriminate (v.)
discriminatus_L,discriminare_L,discriminate (v.)
discriminare_L,discrimen_L,discriminate (v.)
discrimen_L,discernere_L,discriminate (v.)
discernere_L,dis-_L,discriminate (v.)
discriminate (adj.)_E,discriminatus_L,discriminate (adj.)
discriminatus_L,discriminare_L,discriminate (adj.)
divvy_E,dividend_E,divvy
drawbridge_E,draw (v.)_E,drawbridge
downtown_E,down (adv.)_E,downtown
doctrinal_E,doctrinal_OF,doctrinal
doctrinal_OF,doctrinalis_LateL,doctrinal
doctrinalis_LateL,doctrina_L,doctrinal
depend_E,dependre_OF,depend
dependre_OF,dependere_L,depend
dependere_L,de_L,depend
pendere_L,*(s)pen-_PIE,depend
deposition_E,deposicion_E,deposition
deposicion_E,deposicion_OF,deposition
deposicion_OF,depositionem_L,deposition
depositionem_L,deponere_L,deposition
divisible_E,divisibilis_LateL,divisible
divisibilis_LateL,divis-_L,divisible
divis-_L,dividere_L,divisible
Dominic (1)_E,Domingo_L,Dominic (1)
Dominic (2)_E,Dominica_E,Dominic (2)
Dominica_E,(dies) dominica_L,Dominic (2)
disaccordance_E,disacordaunce_E,disaccordance
disacordaunce_E,desacordance_OF,disaccordance
desacordance_OF,desacorder_F,disaccordance
deferred_E,defer (v.1)_E,deferred
denture_E,denture_F,denture
denture_F,dens_L,denture
dens_L,*dent-_PIE,denture
diplo-_E,dipl-_E,diplo-
dipl-_E,diploos_G/diplous_G,diplo-
diploos_G/diplous_G,di-_G,diplo-
-ploos_G,*pel- (2)_PIE,diplo-
darken_E,dark (adj.)_E,darken
driblet_E,drib (n.)_E,driblet
dopey_E,dope (n.)_E,dopey
disallowable_E,dis-_E,disallowable
Dimetrodon_E,di- (1)_G,Dimetrodon
metron_G,*me- (2)_PIE,Dimetrodon
odonys_G,*dent-_PIE,Dimetrodon
day-dream_E,day_E,day-dream
Douglas_E,Dubh glas_Gae,Douglas
dooryard_E,door_E,dooryard
demarcate_E,demarcation_E,demarcate
degression_E,degressionem_L,degression
degressionem_L,degredi_L,degression
degredi_L,de-_L,degression
gradi_L,*ghredh-_PIE,degression
daffy_E,daft (adj.)_E/daffe_E,daffy
disloyalty_E,disloialte_E,disloyalty
disloialte_E,desloiaute_OF/desleauté_OF,disloyalty
desloiaute_OF/desleauté_OF,des,disloyalty
don't_E,do not_E,don't
deodand_E,deodande_AF,deodand
deodande_AF,deodandum_MediL,deodand
deodandum_MediL,Deo dandum_L,deodand
decomposer_E,decompose_E,decomposer
damsel_E,damisele_E,damsel
damisele_E,damaisele_AF,damsel
damaisele_AF,dameisele_OF,damsel
dameisele_OF,donsele_OF,damsel
donsele_OF,*domnicella_GaRo,damsel
disobey_E,disobeien_E,disobey
disobeien_E,desobeir_OF,disobey
desobeir_OF,*disoboedire_VL,disobey
*disoboedire_VL,dis-_L,disobey
dispensary_E,dispensarius_MediL,dispensary
dispensarius_MediL,dispensare_L,dispensary
dispensare_L,dispendere_L,dispensary
dispendere_L,dis-_L,dispensary
date (n.1)_E,date_OF,date (n.1)
date_OF,data_MediL,date (n.1)
data_MediL,datus_L,date (n.1)
datus_L,dare_L,date (n.1)
dare_L,*do-_PIE,date (n.1)
date (n.2)_E,date_OF,date (n.2)
date_OF,datil_OPro,date (n.2)
datil_OPro,dactylus_L,date (n.2)
dactylus_L,daktylos_G,date (n.2)
date (n.3)_E,date (n.1)_E,date (n.3)
date (v.2)_E,date (n.3)_E,date (v.2)
date (v.1)_E,date (n.1)_E,date (v.1)
defection_E,defectionem_L,defection
defectionem_L,deficere_L,defection
deficere_L,de_L,defection
facere_L,*dhe-_PIE,defection
designation_E,designacioun_E,designation
designacioun_E,designacion_OF,designation
designacion_OF,designationem_L,designation
designationem_L,designare_L,designation
designare_L,de_L,designation
demi-_E,demi_OF,demi-
demi_OF,dimedius_LateL,demi-
dimedius_LateL,dimidius_L,demi-
dimidius_L,dis-_L,demi-
deltoid_E,delta_E,deltoid
disability_E,dis-_E,disability
denizen_E,deinzein_AF/denzein_AF,denizen
deinzein_AF/denzein_AF,deinz_AF,denizen
deinz_AF,deintus_LateL,denizen
deintus_LateL,de-_LateL,denizen
dominion_E,dominion_OF,dominion
dominion_OF,dominionem_MediL,dominion
dominionem_MediL,dominium_L,dominion
dominium_L,dominus_L,dominion
dominus_L,domus_L,dominion
dung_E,dung_OE,dung
dung_OE,*dhengh-_PIE,dung
Dorito_E,dorar_Span,Dorito
dorar_Span,deaurare_L,Dorito
deaurare_L,de-_L,Dorito
aurare_L,aurum_L,Dorito
drench_E,drencan_OE,drench
drencan_OE,drincan_OE,drench
drincan_OE,*drankijan_PGer,drench
dojo_E,dojo_Jap,dojo
Della Crusca_E,Accademia della Crusca_I,Della Crusca
deductible_E,deducere_L,deductible
deducere_L,de_L,deductible
ducere_L,*deuk-_PIE,deductible
Delilah_E,Delilah_H,Delilah
Delilah_H,d-l-l_Sem,Delilah
disciplineable_E,discipline_E,disciplineable
dissimulate_E,dissimulaten_E,dissimulate
dissimulaten_E,dissimulatus_L,dissimulate
dissimulatus_L,dissimulare_L,dissimulate
dissimulare_L,dis-_L,dissimulate
decker_E,deck (n.)_E,decker
defiance_E,defiaunce_E,defiance
defiaunce_E,desfiance_OF,defiance
desfiance_OF,desfiant_OF,defiance
desfiant_OF,desfier_OF,defiance
desfier_OF,*disfidare,defiance
dialectical_E,dialectic_E,dialectical
demodulation_E,de-_E,demodulation
damme_E,damn me_E,damme
diode_E,di-_G,diode
di-_G,dis_G,diode
dis_G,duo_G,diode
duo_G,*dwo-_PIE,diode
distill_E,distillen_E,distill
distillen_E,distiller_OF,distill
distiller_OF,distillare_L,distill
distillare_L,dis-_L,distill
stillare_L,stilla_L,distill
deboshed_E,debauched_F,deboshed
dialysis_E,dialysis_L,dialysis
dialysis_L,dialysis_G,dialysis
dialyein_G,dia_G,dialysis
lyein_G,*leu-_PIE,dialysis
delamination_E,de-_E,delamination
dabble_E,dab_E,dabble
domicile_E,domicile_F,domicile
domicile_F,domicilium_L,domicile
domicilium_L,domus_L,domicile
domus_L,*dem-_PIE,domicile
disfunctional_E,dysfunctional_E,disfunctional
Dinaric_E,Dinara_E,Dinaric
dengue_E,dengue_WiP,dengue
dengue_WiP,dinga_Swah,dengue
deferential_E,deference_E,deferential
decontaminate_E,de-_E,decontaminate
disquisition_E,disquisitionem_L,disquisition
disquisitionem_L,disquirere_L,disquisition
disquirere_L,dis-_L,disquisition
drifter_E,drift (v.)_E,drifter
discharging (v.)_E,deschargier_OF,discharging (v.)
deschargier_OF,discarricare_LateL,discharging (v.)
discarricare_LateL,dis-_L,discharging (v.)
carricare_L,carrus_L,discharging (v.)
discharge (n.)_E,discharge (v.)_E,discharge (n.)
diabolical_E,diabolic_E,diabolical
disfavour_E,disfavor_E,disfavour
depute_E,deputen_E,depute
deputen_E,deputer_OF,depute
deputer_OF,deputare_LateL,depute
deputare_LateL,de-_L,depute
dismantle_E,desmanteler_F,dismantle
desmanteler_F,des-_F,dismantle
manteler_F,mantel_F,dismantle
debridement_E,débridement_F,debridement
débridement_F,débrider_F,debridement
débrider_F,dé-_F,debridement
bride_F,bridel_HGer,debridement
duration_E,duration_OF,duration
duration_OF,durationem_MediL,duration
durationem_MediL,durare_L,duration
durare_L,durus_L,duration
durus_L,*dru-ro-_PIE,duration
devotee_E,devote_E,devotee
devote_E,assignee_E,devotee
dalle_E,dalle_F,dalle
Dion_E,Dionysius_E,Dion
diluvium_E,diluvium_L,diluvium
diluvium_L,diluere_L,diluvium
diluere_L,dis-_L,diluvium
defraud_E,defrauden_E,defraud
defrauden_E,defrauder_OF,defraud
defrauder_OF,defraudare_L,defraud
defraudare_L,de-_L,defraud
dogged_E,dog (n.)_E,dogged
darning_E,darn (v.)_E,darning
dower_E,doaire_OF,dower
dissect_E,dissectus_L,dissect
dissectus_L,dissecare_L,dissect
dissecare_L,dis-_L,dissect
secare_L,*sek-_PIE,dissect
deary_E,dear_E,deary
debutante_E,debutant_F,debutante
débutant_F,débuter_F,debutante
débuter_F,debut_F,debutante
diligent_E,diligent_OF,diligent
diligent_OF,diligentem_L,diligent
diligentem_L,diligere_L,diligent
diligere_L,dis-_L,diligent
dukes_E,put up your dukes_E,dukes
dreamscape_E,dream_E,dreamscape
distrustful_E,distrust (n.)_E,distrustful
disorganization_E,disorganize_E,disorganization
drop (n.)_E,dropa_OE,drop (n.)
dropa_OE,*drupon_PGer,drop (n.)
*drupon_PGer,*dhreu-_PIE,drop (n.)
diastase_E,diastasis_G,diastase
diastasis_G,dia-_G,diastase
stasis_G,*sta-_PIE,diastase
dysprosium_E,dysprosia_E,dysprosium
dysprosia_E,dysprositos_G,dysprosium
dysprositos_G,dys-_G,dysprosium
dirge_E,dirige_E,dirge
dirige_E,dirige_L,dirge
dirige_L,dirigere_L,dirge
disengage_E,dis-_E,disengage
Dacian_E,Daci_L,Dacian
Daci_L,Dakoi_G,Dacian
deictic_E,deiktikos_G,deictic
deiktikos_G,deiktos_G,deictic
deiktos_G,deiknynai_G,deictic
deiknynai_G,*de,deictic
demeanour_E,demeanor_E,demeanour
disenchant_E,desenchanter_F,disenchant
desenchanter_F,des-_F,disenchant
enchanter_F,incantare_L,disenchant
directorate_E,director_E,directorate
dickens_E,Dickon_E,dickens
Denise_E,Dennis_E,Denise
discipleship_E,disciple_E,discipleship
disgorge_E,desgorgier_OF,disgorge
desgorgier_OF,des-_F,disgorge
disclose_E,disclosen_E,disclose
disclosen_E,desclos_OF,disclose
desclos_OF,desclore_OF,disclose
desclore_OF,des-_F,disclose
Diomedes_E,Dios_E,Diomedes
drunk_E,drink_E,drunk
disembodied_E,disembody_E,disembodied
dispensable_E,dispensabilis_MediL,dispensable
dispensabilis_MediL,dispensare_L,dispensable
Duce_E,ducem_L,Duce
ducem_L,*deuk-_PIE,Duce
declination (v.)_E,decliner_OF,declination (v.)
decliner_OF,declinare_L,declination (v.)
declinare_L,de_L,declination (v.)
clinare_L,*klein-_PIE,declination (v.)
decline (n.)_E,declin_OF,decline (n.)
declin_OF,decliner_OF,decline (n.)
determine_E,determinen_E,determine
determinen_E,determiner_OF,determine
determiner_OF,determinare_L,determine
determinare_L,de_L,determine
terminare_L,terminus_L,determine
dormary_E,dormitorium_L,dormary
dormium_L,dormire_L,dormary
daze (v.)_E,dasen_E,daze (v.)
dasen_E,*dasa_ONor,daze (v.)
daze (n.)_E,daze (v.)_E,daze (n.)
deliver_E,deliveren_E,deliver
deliveren_E,delivrer_OF,deliver
delivrer_OF,deliberare_LateL,deliver
deliberare_LateL,de_L,deliver
liberare_L,liber_L,deliver
detoxification_E,detoxify_E,detoxification
Darfur_E,dar_A,Darfur
deceleration_E,de-_E,deceleration
dauntless_E,daunt_E,dauntless
double-take_E,double (adj.)_E,double-take
despoil_E,despoilen_E,despoil
despoilen_E,despoillier_OF,despoil
despoillier_OF,despoliare_L,despoil
despoliare_L,de-_L,despoil
dereliction_E,derelictionem_L,dereliction
derelictionem_L,derelinquere_L,dereliction
drudge_E,druggen_E,drudge
druggen_E,druggunge_E,drudge
druggunge_E,dreogan_OE,drudge
disclaimer_E,disclaimer_AF,disclaimer
day care_E,day_E,day care
diarrhea_E,diaria_E,diarrhea
diaria_E,diarrie_OF,diarrhea
diarrie_OF,diarrhoea_LateL,diarrhea
diarrhoea_LateL,diarrh,diarrhea
dismissal_E,dismiss_E,dismissal
dietary_E,dietarius_MediL,dietary
dietarius_MediL,diaetarius_L,dietary
diaetarius_L,diaeta_L,dietary
devote_E,devotus_L,devote
devotus_L,devovere_L,devote
devovere_L,de_L,devote
delivery_E,delivrée_AF,delivery
delivrée_AF,delivrer_OF,delivery
descendant_E,descendant_F,descendant
descendant_F,descendre_F,descendant
durable_E,durable_OF,durable
durable_OF,durabilis_L,durable
durabilis_L,durare_L,durable
durare_L,durus_L,durable
durus_L,*dru-ro-_PIE,durable
declare_E,declaren_E,declare
declaren_E,declarer_OF,declare
declarer_OF,declarare_L,declare
declarare_L,de-_L,declare
clarare_L,clarus_L,declare
dish-water_E,dish (n.)_E,dish-water
diabolism_E,diabolos_G,diabolism
daily_E,day_E,daily
dictatorial_E,dictator_E,dictatorial
drollery_E,drôlerie_F,drollery
drôlerie_F,drôle_F,drollery
digestive_E,digestif_OF,digestive
digestif_OF,digestivus_LateL,digestive
digestivus_LateL,digest-_L,digestive
digest-_L,digerere_L,digestive
digerere_L,dis-_L,digestive
daintily_E,dainty (adj.)_E,daintily
dryer_E,dry (v.)_E,dryer
dispatch (v.)_E,despachar_Span/dispacciare_I,dispatch (v.)
despachar_Span/dispacciare_I,*pactare_VL/*pactiare_VL,dispatch (v.)
dispatch (n.)_E,dispatch (v.)_E,dispatch (n.)
delimiter_E,delimit_E,delimiter
democratic_E,démocratique_F,democratic
démocratique_F,democraticus_MediL,democratic
democraticus_MediL,demokratikos_G,democratic
demokratikos_G,demokratia_G,democratic
dastardly_E,dastard_E,dastardly
decapitate_E,décapiter_F,decapitate
décapapiter_F,decapitatus_LateL,decapitate
decapitatus_LateL,decapitare_L,decapitate
decapitare_L,de_L,decapitate
caput_L,*kaput,decapitate
decency_E,decentia_L,decency
decentia_L,decentem_L,decency
decentem_L,decere_L,decency
decere_L,*deke-_PIE,decency
*deke-_PIE,*dek-_PIE,decency
demographics_E,demography_E,demographics
discrepancy_E,discrepantia_L,discrepancy
discrepantia_L,discrepantem_L,discrepancy
discrepantem_L,discrepare_L,discrepancy
discrepare_L,dis-_L,discrepancy
Dulcinea_E,dulce_L,Dulcinea
destitution_E,destitucioun_E,destitution
destitucioun_E,destitution_OF,destitution
destitution_OF,destitutionem_L,destitution
destitutionem_L,destitutus_L,destitution
destitutus_L,des,destitution
duvet_E,duvet_F,duvet
duvet_F,dumet_F,duvet
dumet_F,dum_F,duvet
dotty_E,dot (n.)_E,dotty
debatable_E,debatable_OF,debatable
débatable_OF,debatre_F,debatable
disconcert_E,disconcerter_F,disconcert
disconcerter_F,dis-_F,disconcert
DVD_E,Digital Video Disc_E,DVD
dilut_E,dilutus_L,dilut
dilutus_L,diluere_L,dilut
diluere_L,dis-_L,dilut
-luere_L,laver,dilut
demonetization_E,démonétisation_F,demonetization
démonétisation_F,démonetiser_F,demonetization
dalliance_E,dally_E,dalliance
dude_E,Yankee Doodle_E,dude
dirt_E,drit_E/drytt_E,dirt
drit_E/drytt_E,drit_ONor,dirt
drit_ONor,*dritan_PGer,dirt
ditheism_E,di- (1)_E,ditheism
drought_E,druga_OE/drugo_OE,drought
druha_OE/drugo_OE,*drugothaz_PGer,drought
*drugothaz_PGer,*dreug-_Ger,drought
*dreug-_Ger,*-ith,drought
delay_E,dead (adj.)_E,delay
derisive_E,deris-_L,derisive
deris-_L,deridere_L,derisive
deridere_L,de_L,derisive
dine_E,dinen_E,dine
diden_E,disner_OF,dine
disner_OF,*desjunare_GaRo,dine
*desjunare_GaRo,*disjejunare_VL,dine
disarticulate (adj.)_E,dis-_E,disarticulate (adj.)
disarticulate (v.)_E,dis-_E,disarticulate (v.)
disturbed_E,disturb_E,disturbed
derrick_E,Derrick_E,derrick
detente_E,détente_F,detente
détendité_F,detendita_VL,detente
detendita_VL,detendere_L,detente
detendere_L,de_L,detente
distant_E,distant_OF,distant
distant_OF,distantem_L,distant
distantem_L,distare_L,distant
distare_L,dis-_L,distant
stare_L,*sta-_PIE,distant
deprecate_E,deprecatus_L,deprecate
deprecatus_L,deprecari_L,deprecate
deprecari_L,de_L,deprecate
precari_L,*prek-_PIE,deprecate
dignity_E,dignite_OF,dignity
dignite_OF,dignitatem_L,dignity
dignitatem_L,dignus_L,dignity
dignus_L,*dek-no-_PIE,dignity
due_E,deu_OF,due
deu_OF,devoir_OF,due
devoir_OF,debere_L,due
debere_L,de-_L,due
habere_L,*ghabh-_PIE,due
dematerialization_E,dematerialize_E,dematerialization
despond_E,despondere_L,despond
despondere_L,de_L,despond
depletion_E,depletionem_LateL,depletion
depletionem_LateL,deplere_L,depletion
deplere_L,de_L,depletion
plere_L,*pele- (1)_PIE,depletion
Dutchman_E,Dutch (adj.)_E,Dutchman
directory_E,directorium_MediL,directory
directorium_MediL,directorius_L,directory
directorius_L,directus_L,directory
directus_L,dirigere_L,directory
dal_E,dal_Hin,dal
dal_Hin,dala_San,dal
dala_San,dal_San,dal
delete_E,deletus_L,delete
deletus_L,delere_L,delete
delere_L,delevi_L,delete
delevi_L,delinere_L,delete
delinere_L,de_L,delete
diarist_E,diary_E,diarist
dairy_E,daerie_E,dairy
daerie_E,-erie_AF,dairy
-erie_AF,-arius_L,dairy
daie_E,dge_OE,dairy
dildo_E,deletto_I,dildo
deletto_I,dilectio_L,dildo
dilectio_L,diligere_L,dildo
downsize_E,down (adv.)_E,downsize
drew_E,draw (v.)_E,drew
demotic_E,demotikos_G,demotic
demotikos_G,demos_G,demotic
demos_G,*da-mo-_PIE,demotic
*da-mo-_PIE,*da-_PIE,demotic
doer_E,do_E,doer
Dives_E,dives_L,Dives
dives_L,divus_L,Dives
Dionysian_E,Dionysos_E,Dionysian
dead reckoning_E,ded._E,dead reckoning
docimacy_E,dokimasia_G,docimacy
dokimasia_G,dokimazein_G,docimacy
dokimazein_G,dokimos_G,docimacy
dokimos_G,dekhesthai_G,docimacy
diplomatic_E,diplomaticus_ModL,diplomatic
diplomatus_ModL,diplomat-_L,diplomatic
diplomat-_L,diploma_L,diplomatic
diploma_L,diploma_G,diplomatic
diploma_G,diploun_G,diplomatic
diploun_G,diploos_G,diplomatic
depository_E,depositorium_MediL,depository
depositorium_MediL,deposit-_L,depository
deposit-_L,deponere_L,depository
desperation_E,desperacioun_E,desperation
desperacioun_E,désperacion_OF/desperationem_L,desperation
désperacion_OF/desperationem_L,desperare_L,desperation
Danube_E,Donau_Ger,Danube
Donau_Ger,Duna_Hun,Danube
Duna_Hun,*danu(w)-yo-_Cel,Danube
*danu(w)-yo-_Cel,*danu-_PIE,Danube
drizzling_E,drysning_E,drizzling
drysning_E,-drysnian_OE,drizzling
-drysnian_OE,dreosan_OE,drizzling
dreosan_OE,*dhreu-_PIE,drizzling
distressful_E,distress_E,distressful
devirginate_E,de-_E,devirginate
disbursement_E,disburse_E,disbursement
dressy_E,dress (v.)_E,dressy
desiccation_E,desiccacioun_E,desiccation
desiccacioun_E,desiccationem_LateL,desiccation
desiccationem_LateL,desiccare_L,desiccation
desiccare_L,de-_L,desiccation
decapitation_E,décapitation_F,decapitation
décapitation_F,decapitationem_MediL,decapitation
decapitationem_MediL,decapitare_LateL,decapitation
decapitare_LateL,de_L,decapitation
degrease_E,de-_E,degrease
doubtless_E,doubt (n.)_E,doubtless
discombobulate_E,discombobricate_E,discombobulate
draughtsman_E,draught_E,draughtsman
devil-fish_E,devil (n.)_E,devil-fish
discussion (n.)_E,discours_F,discussion (n.)
département_F,discursus_L,discussion (n.)
discursus_L,discurrere_L,discussion (n.)
discurrere_L,dis-_L,discussion (n.)
discourse (v.)_E,discourse (n.)_E,discourse (v.)
dislocate_E,dislocatus_MediL,dislocate
dislocatus_MediL,dislocare_L,dislocate
dislocare_L,dis-_L,dislocate
locare_L,locus_L,dislocate
destitute_E,destitutus_L,destitute
destitutus_L,destituere_L,destitute
destituere_L,de_L,destitute
statuere_L,stare_L,destitute
desiccant_E,desiccantem_L,desiccant
desiccantem_L,desiccare_L,desiccant
desiccare_L,de-_L,desiccant
dem_E,them_Jam,dem
deke_E,decoy_E,deke
dogfish_E,dog (n.)_E,dogfish
duplicitous_E,duplicity_E,duplicitous
dunce_E,Duns disciple_E,dunce
digraph_E,di-_G,digraph
di-_G,*dwo-_PIE,digraph
drive-through_E,drive (v.)_E,drive-through
dice (n.)_E,die (n.)_E,dice (n.)
die (n.)_E,des_E/dy_E/dy_E/dy_E,dice (n.)
dice (v.)_E,dice (n.)_E,dice (v.)
Dickensian_E,Dickens_E,Dickensian
decollation_E,decollacioun_E,decollation
decollacioun_E,decollacion_OF,decollation
decollacion_OF,decollationem_L,decollation
decollationem_L,decollare_L,decollation
disparage_E,desparagier_AF,disparage
desparagier_AF,desparagier_OF,disparage
desparagier_OF,des-_OF,disparage
diphtheria_E,diphthérie_F,diphtheria
diphthérie_F,diphthera_G,diphtheria
diametrically_E,diametric_E,diametrically
distillation_E,distillationem_MediL,distillation
distilationem_MediL,distillare_L,distillation
defenseless_E,defense_E,defenseless
D.A._E,district attorney_E,D.A.
district attorney_E,duck's ass haircut_E,D.A.
dispatcher_E,dispatch (v.)_E,dispatcher
den (n.1)_E,denn_OE,den (n.1)
den_OE,*danjan_PGer,den (n.1)
*danjan_PGer,*dan-_PIE,den (n.1)
den (n.2)_E,good den_E,den (n.2)
good den_E,good e’en_E,den (n.2)
drat_E,God rot_E,drat
death-bed_E,death (n.)_E,death-bed
derma_E,derma_ModL,derma
derma_ModL,derma_G,derma
derma_G,*der-_PIE,derma
distaff_E,distf_OE,distaff
distf_OE,dis-_OE,distaff
detour (n.)_E,détour_F,detour (n.)
diversion_F,destor_OF,detour (n.)
destor_OF,destorner_OF,detour (n.)
destorner_OF,des-_F,detour (n.)
detour (v.)_E,detour (n.)_E,detour (v.)
De Profundis_E,profundum_L,De Profundis
disesteem_E,dis-_E,disesteem
duplication_E,duplicacion_F,duplication
duplicacion_F,duplicationem_L,duplication
duplicationem_L,duplicare_L,duplication
destabilization_E,destabilize_E,destabilization
disconsolate_E,disconsolatus_MediL,disconsolate
disconsolatus_MediL,dis-_L,disconsolate
consolatus_L,consolari_L,disconsolate
consolari_L,com-_L,disconsolate
disincentive_E,dis-_E,disincentive
disallow_E,desalouer_OF,disallow
desalouer_OF,des-_F,disallow
drawing room_E,withdrawing room_E,drawing room
duodenal_E,duodenum_E,duodenal
dishonesty_E,deshonesté_OF,dishonesty
deshonesté_OF,des-_F,dishonesty
honestatem_L,honestus_L,dishonesty
honestas_L,honos_L,dishonesty
ding_E,ding-dong_E,ding
disprove_E,desprover_OF,disprove
desprover_OF,des-_F,disprove
Dietrich_E,Diederik_Dut,Dietrich
Diederik_Dut,Theodric_OHGer,Dietrich
Theodric_OHGer,theuda_OHGer,Dietrich
rihhi_OHGer,*rikja,Dietrich
detergent (adj.)_E,detergentem_L,detergent (adj.)
detergentem_L,detergere_L,detergent (adj.)
detergere_L,de_L,detergent (adj.)
detergent (n.)_E,detergent (adj.)_E,detergent (n.)
diluvial_E,diluvialis_LateL,diluvial
diluvialis_LateL,diluvium_L,diluvial
diluvium_L,diluere_L,diluvial
diluere_L,dis-_L,diluvial
debunk_E,de-_E,debunk
divers_E,divers_OF,divers
divers_OF,diversus_L,divers
diversus_L,divertere_L,divers
divertere_L,dis-_L,divers
vertere_L,*wer- (2)_PIE,divers
derogative_E,derogatif_F,derogative
derogatif_F,*derogativus_L,derogative
*derogativus_L,derogare_L,derogative
drool_E,drivel_E,drool
deutero-_E,deuter-_E,deutero-
deuter-_E,deutero-_LateL,deutero-
deutero-_LateL,deuteros_G,deutero-
deuteros_G,duo_G,deutero-
duo_G,*dwo-,deutero-
depreciatory_E,depreciate_E,depreciatory
day-book_E,day (n.)_E,day-book
devout_E,devot_OF,devout
devot_OF,devotus_L,devout
devotus_L,devovere_L,devout
Dorchester_E,Dorcanceaster_OE,Dorchester
Dorcanceaster_OE,Dornwaraceaster_OE,Dorchester
Dornwaraceaster_OE,Durnovaria_L,Dorchester
Durnovaria_L,*duro-_Ro,Dorchester
diatom_E,Diatoma_ModL,diatom
Diatoma_ModL,diatomos_G,diatom
diatomos_G,diatemnein_G,diatom
diatemnein_G,dia_G,diatom
diva_E,diva_I,diva
diva_I,diva_L,diva
diva_L,divus_L,diva
divus_L,deus_L,diva
